Years,Months,Days,Hour,Datetime,Average of PM2.5,Average of Temp,Average of Humid,Average of WindSpeed
2022,Jan,13-Jan,2 AM,13-Jan 2022 2 AM,16.5,29.8,57.4,0.0
2022,Jan,13-Jan,3 AM,13-Jan 2022 3 AM,17.8,29.0,58.5,0.0
2022,Jan,13-Jan,4 AM,13-Jan 2022 4 AM,19.8,28.2,60.7,0.0
2022,Jan,13-Jan,5 AM,13-Jan 2022 5 AM,15.5,28.4,59.5,0.0
2022,Jan,13-Jan,6 AM,13-Jan 2022 6 AM,17.3,27.9,60.6,0.0
2022,Jan,13-Jan,7 AM,13-Jan 2022 7 AM,37.1,29.7,57.8,0.0
2022,Jan,13-Jan,8 AM,13-Jan 2022 8 AM,24.5,35.3,47.7,0.0
2022,Jan,13-Jan,9 AM,13-Jan 2022 9 AM,18.1,37.6,39.8,0.3
2022,Jan,13-Jan,10 AM,13-Jan 2022 10 AM,13.7,40.0,34.2,0.4
2022,Jan,13-Jan,11 AM,13-Jan 2022 11 AM,10.8,40.9,31.4,0.9
2022,Jan,13-Jan,12 PM,13-Jan 2022 12 PM,9.9,42.3,29.0,0.6
2022,Jan,13-Jan,1 PM,13-Jan 2022 1 PM,9.6,44.1,27.0,0.4
2022,Jan,13-Jan,2 PM,13-Jan 2022 2 PM,10.0,45.6,26.1,0.2
2022,Jan,13-Jan,3 PM,13-Jan 2022 3 PM,10.1,45.5,26.3,0.4
2022,Jan,13-Jan,4 PM,13-Jan 2022 4 PM,10.3,45.4,27.2,0.3
2022,Jan,13-Jan,5 PM,13-Jan 2022 5 PM,11.3,42.5,30.9,0.3
2022,Jan,13-Jan,6 PM,13-Jan 2022 6 PM,17.4,40.0,34.8,0.0
2022,Jan,13-Jan,7 PM,13-Jan 2022 7 PM,25.6,37.9,38.6,0.0
2022,Jan,13-Jan,8 PM,13-Jan 2022 8 PM,24.0,36.1,43.5,0.0
2022,Jan,13-Jan,9 PM,13-Jan 2022 9 PM,25.9,34.0,55.1,0.1
2022,Jan,13-Jan,10 PM,13-Jan 2022 10 PM,32.2,33.4,56.2,0.0
2022,Jan,13-Jan,11 PM,13-Jan 2022 11 PM,27.2,32.1,58.8,0.0
2022,Jan,14-Jan,12 AM,14-Jan 2022 12 AM,24.1,31.5,60.6,0.0
2022,Jan,14-Jan,1 AM,14-Jan 2022 1 AM,20.5,30.6,61.9,0.0
2022,Jan,14-Jan,2 AM,14-Jan 2022 2 AM,19.2,30.0,61.8,0.0
2022,Jan,14-Jan,3 AM,14-Jan 2022 3 AM,16.9,29.4,60.9,0.0
2022,Jan,14-Jan,4 AM,14-Jan 2022 4 AM,15.8,29.0,60.4,0.0
2022,Jan,14-Jan,5 AM,14-Jan 2022 5 AM,15.8,28.5,60.9,0.0
2022,Jan,14-Jan,6 AM,14-Jan 2022 6 AM,17.1,28.3,61.3,0.0
2022,Jan,14-Jan,7 AM,14-Jan 2022 7 AM,20.7,30.3,57.9,0.0
2022,Jan,14-Jan,8 AM,14-Jan 2022 8 AM,20.2,34.9,50.2,0.0
2022,Jan,14-Jan,9 AM,14-Jan 2022 9 AM,28.1,37.9,43.5,0.0
2022,Jan,14-Jan,10 AM,14-Jan 2022 10 AM,14.0,38.4,39.0,1.2
2022,Jan,14-Jan,11 AM,14-Jan 2022 11 AM,12.3,38.0,38.9,1.8
2022,Jan,14-Jan,12 PM,14-Jan 2022 12 PM,15.3,38.9,36.9,1.5
2022,Jan,14-Jan,1 PM,14-Jan 2022 1 PM,15.4,40.5,33.9,1.2
2022,Jan,14-Jan,2 PM,14-Jan 2022 2 PM,12.8,42.2,31.8,0.9
2022,Jan,14-Jan,3 PM,14-Jan 2022 3 PM,12.6,42.8,31.1,0.6
2022,Jan,14-Jan,4 PM,14-Jan 2022 4 PM,13.0,42.0,31.9,0.8
2022,Jan,14-Jan,5 PM,14-Jan 2022 5 PM,15.0,40.3,34.9,0.3
2022,Jan,14-Jan,6 PM,14-Jan 2022 6 PM,19.6,36.7,41.0,0.3
2022,Jan,14-Jan,7 PM,14-Jan 2022 7 PM,25.7,35.1,43.5,0.1
2022,Jan,14-Jan,8 PM,14-Jan 2022 8 PM,17.0,34.4,43.7,0.0
2022,Jan,14-Jan,9 PM,14-Jan 2022 9 PM,17.1,33.2,46.5,0.0
2022,Jan,14-Jan,10 PM,14-Jan 2022 10 PM,15.3,32.4,47.9,0.0
2022,Jan,14-Jan,11 PM,14-Jan 2022 11 PM,18.6,31.3,51.3,0.1
2022,Jan,15-Jan,12 AM,15-Jan 2022 12 AM,25.2,29.7,57.0,0.0
2022,Jan,15-Jan,1 AM,15-Jan 2022 1 AM,20.6,29.5,56.4,0.0
2022,Jan,15-Jan,2 AM,15-Jan 2022 2 AM,20.1,28.6,58.7,0.0
2022,Jan,15-Jan,3 AM,15-Jan 2022 3 AM,19.8,27.8,60.1,0.1
2022,Jan,15-Jan,4 AM,15-Jan 2022 4 AM,19.0,27.4,60.5,0.1
2022,Jan,15-Jan,5 AM,15-Jan 2022 5 AM,19.9,27.2,60.2,0.0
2022,Jan,15-Jan,6 AM,15-Jan 2022 6 AM,21.1,27.1,60.2,0.0
2022,Jan,15-Jan,7 AM,15-Jan 2022 7 AM,26.3,29.2,56.7,0.0
2022,Jan,15-Jan,8 AM,15-Jan 2022 8 AM,28.0,35.1,47.3,0.0
2022,Jan,15-Jan,9 AM,15-Jan 2022 9 AM,19.0,39.6,38.5,0.0
2022,Jan,15-Jan,10 AM,15-Jan 2022 10 AM,16.5,40.4,34.6,0.3
2022,Jan,15-Jan,11 AM,15-Jan 2022 11 AM,14.4,41.3,32.1,0.4
2022,Jan,15-Jan,12 PM,15-Jan 2022 12 PM,14.1,41.7,30.5,0.6
2022,Jan,15-Jan,1 PM,15-Jan 2022 1 PM,17.1,42.9,28.5,0.6
2022,Jan,15-Jan,2 PM,15-Jan 2022 2 PM,16.3,44.1,27.4,0.4
2022,Jan,15-Jan,3 PM,15-Jan 2022 3 PM,16.9,44.0,28.2,0.5
2022,Jan,15-Jan,4 PM,15-Jan 2022 4 PM,18.3,43.6,28.7,0.3
2022,Jan,15-Jan,5 PM,15-Jan 2022 5 PM,21.3,41.6,31.2,0.1
2022,Jan,15-Jan,6 PM,15-Jan 2022 6 PM,28.1,38.6,37.2,0.0
2022,Jan,15-Jan,7 PM,15-Jan 2022 7 PM,28.2,36.3,42.7,0.0
2022,Jan,15-Jan,8 PM,15-Jan 2022 8 PM,35.4,34.7,46.4,0.0
2022,Jan,15-Jan,9 PM,15-Jan 2022 9 PM,28.1,33.4,48.4,0.2
2022,Jan,15-Jan,10 PM,15-Jan 2022 10 PM,33.4,32.9,49.5,0.0
2022,Jan,15-Jan,11 PM,15-Jan 2022 11 PM,33.7,31.8,52.3,0.0
2022,Jan,16-Jan,12 AM,16-Jan 2022 12 AM,27.6,30.3,55.7,0.1
2022,Jan,16-Jan,1 AM,16-Jan 2022 1 AM,25.1,29.5,57.2,0.1
2022,Jan,16-Jan,2 AM,16-Jan 2022 2 AM,25.8,29.1,57.2,0.0
2022,Jan,16-Jan,3 AM,16-Jan 2022 3 AM,26.1,28.7,58.1,0.0
2022,Jan,16-Jan,4 AM,16-Jan 2022 4 AM,29.2,28.5,58.4,0.0
2022,Jan,16-Jan,5 AM,16-Jan 2022 5 AM,29.9,27.6,60.5,0.0
2022,Jan,16-Jan,6 AM,16-Jan 2022 6 AM,30.0,27.4,61.0,0.0
2022,Jan,16-Jan,7 AM,16-Jan 2022 7 AM,35.6,29.4,57.9,0.0
2022,Jan,16-Jan,8 AM,16-Jan 2022 8 AM,28.0,35.0,48.8,0.0
2022,Jan,16-Jan,9 AM,16-Jan 2022 9 AM,25.6,39.5,39.5,0.0
2022,Jan,16-Jan,10 AM,16-Jan 2022 10 AM,21.5,41.8,34.4,0.0
2022,Jan,16-Jan,11 AM,16-Jan 2022 11 AM,18.6,42.2,32.1,0.2
2022,Jan,16-Jan,12 PM,16-Jan 2022 12 PM,18.5,42.3,31.1,0.3
2022,Jan,16-Jan,1 PM,16-Jan 2022 1 PM,17.1,43.4,29.6,0.3
2022,Jan,16-Jan,2 PM,16-Jan 2022 2 PM,18.3,43.7,29.7,0.4
2022,Jan,16-Jan,3 PM,16-Jan 2022 3 PM,15.7,45.3,27.9,0.2
2022,Jan,16-Jan,4 PM,16-Jan 2022 4 PM,17.2,45.3,27.8,0.0
2022,Jan,16-Jan,5 PM,16-Jan 2022 5 PM,19.5,43.1,30.5,0.0
2022,Jan,16-Jan,6 PM,16-Jan 2022 6 PM,28.5,39.0,38.0,0.0
2022,Jan,16-Jan,7 PM,16-Jan 2022 7 PM,36.5,36.2,43.9,0.0
2022,Jan,16-Jan,8 PM,16-Jan 2022 8 PM,32.3,34.2,48.3,0.0
2022,Jan,16-Jan,9 PM,16-Jan 2022 9 PM,36.9,32.8,50.9,0.0
2022,Jan,16-Jan,10 PM,16-Jan 2022 10 PM,36.7,32.0,53.1,0.0
2022,Jan,16-Jan,11 PM,16-Jan 2022 11 PM,39.1,31.0,55.8,0.1
2022,Jan,17-Jan,12 AM,17-Jan 2022 12 AM,38.7,30.2,58.0,0.1
2022,Jan,17-Jan,1 AM,17-Jan 2022 1 AM,33.7,29.4,58.9,0.1
2022,Jan,17-Jan,2 AM,17-Jan 2022 2 AM,26.6,29.3,58.1,0.0
2022,Jan,17-Jan,3 AM,17-Jan 2022 3 AM,25.3,29.0,57.8,0.0
2022,Jan,17-Jan,4 AM,17-Jan 2022 4 AM,28.2,28.5,58.7,0.0
2022,Jan,17-Jan,5 AM,17-Jan 2022 5 AM,28.2,28.2,59.3,0.0
2022,Jan,17-Jan,6 AM,17-Jan 2022 6 AM,32.1,28.0,59.7,0.0
2022,Jan,17-Jan,7 AM,17-Jan 2022 7 AM,39.7,29.4,59.2,0.0
2022,Jan,17-Jan,8 AM,17-Jan 2022 8 AM,43.3,33.7,51.9,0.0
2022,Jan,17-Jan,9 AM,17-Jan 2022 9 AM,45.2,36.3,46.7,0.0
2022,Jan,17-Jan,10 AM,17-Jan 2022 10 AM,39.8,39.5,40.3,0.1
2022,Jan,17-Jan,11 AM,17-Jan 2022 11 AM,26.4,41.6,33.8,0.1
2022,Jan,17-Jan,12 PM,17-Jan 2022 12 PM,22.4,42.6,31.2,0.3
2022,Jan,17-Jan,1 PM,17-Jan 2022 1 PM,19.1,44.2,29.4,0.2
2022,Jan,17-Jan,2 PM,17-Jan 2022 2 PM,18.2,45.8,27.9,0.1
2022,Jan,17-Jan,3 PM,17-Jan 2022 3 PM,15.3,46.8,27.1,0.1
2022,Jan,17-Jan,4 PM,17-Jan 2022 4 PM,14.0,45.9,27.3,0.1
2022,Jan,17-Jan,5 PM,17-Jan 2022 5 PM,15.8,44.7,29.2,0.0
2022,Jan,17-Jan,6 PM,17-Jan 2022 6 PM,18.4,40.4,36.2,0.0
2022,Jan,17-Jan,7 PM,17-Jan 2022 7 PM,22.8,37.6,41.7,0.0
2022,Jan,17-Jan,8 PM,17-Jan 2022 8 PM,21.8,35.3,46.9,0.0
2022,Jan,17-Jan,9 PM,17-Jan 2022 9 PM,24.3,33.9,48.1,0.0
2022,Jan,17-Jan,10 PM,17-Jan 2022 10 PM,46.7,32.8,50.1,0.0
2022,Jan,17-Jan,11 PM,17-Jan 2022 11 PM,26.5,31.9,50.6,0.0
2022,Jan,18-Jan,12 AM,18-Jan 2022 12 AM,26.3,31.1,52.7,0.0
2022,Jan,18-Jan,1 AM,18-Jan 2022 1 AM,24.0,30.3,54.1,0.0
2022,Jan,18-Jan,2 AM,18-Jan 2022 2 AM,22.1,29.7,54.9,0.0
2022,Jan,18-Jan,3 AM,18-Jan 2022 3 AM,21.4,29.4,55.6,0.0
2022,Jan,18-Jan,4 AM,18-Jan 2022 4 AM,22.1,29.4,55.2,0.0
2022,Jan,18-Jan,5 AM,18-Jan 2022 5 AM,22.9,29.2,55.4,0.0
2022,Jan,18-Jan,6 AM,18-Jan 2022 6 AM,22.9,28.5,57.1,0.0
2022,Jan,18-Jan,7 AM,18-Jan 2022 7 AM,22.0,30.8,53.8,0.0
2022,Jan,18-Jan,8 AM,18-Jan 2022 8 AM,21.2,35.6,45.9,0.0
2022,Jan,18-Jan,9 AM,18-Jan 2022 9 AM,16.2,38.4,39.7,0.0
2022,Jan,18-Jan,10 AM,18-Jan 2022 10 AM,11.7,40.5,35.7,0.8
2022,Jan,18-Jan,11 AM,18-Jan 2022 11 AM,10.3,39.9,35.0,1.3
2022,Jan,18-Jan,12 PM,18-Jan 2022 12 PM,9.9,40.6,33.3,1.3
2022,Jan,18-Jan,1 PM,18-Jan 2022 1 PM,9.3,41.4,31.6,1.4
2022,Jan,18-Jan,2 PM,18-Jan 2022 2 PM,8.5,42.5,30.2,1.1
2022,Jan,18-Jan,3 PM,18-Jan 2022 3 PM,8.2,43.2,29.6,0.9
2022,Jan,18-Jan,4 PM,18-Jan 2022 4 PM,8.7,43.5,29.8,0.5
2022,Jan,18-Jan,5 PM,18-Jan 2022 5 PM,9.0,41.6,32.8,0.3
2022,Jan,18-Jan,6 PM,18-Jan 2022 6 PM,10.5,37.3,39.7,0.6
2022,Jan,18-Jan,7 PM,18-Jan 2022 7 PM,11.2,36.2,40.0,0.5
2022,Jan,18-Jan,8 PM,18-Jan 2022 8 PM,11.1,35.3,41.2,0.3
2022,Jan,18-Jan,9 PM,18-Jan 2022 9 PM,9.1,34.4,42.5,0.5
2022,Jan,18-Jan,10 PM,18-Jan 2022 10 PM,8.4,33.8,43.3,0.3
2022,Jan,18-Jan,11 PM,18-Jan 2022 11 PM,8.7,32.7,46.1,0.1
2022,Jan,19-Jan,12 AM,19-Jan 2022 12 AM,11.4,31.8,48.7,0.2
2022,Jan,19-Jan,1 AM,19-Jan 2022 1 AM,11.6,31.0,50.6,0.1
2022,Jan,19-Jan,2 AM,19-Jan 2022 2 AM,11.0,30.5,52.0,0.0
2022,Jan,19-Jan,3 AM,19-Jan 2022 3 AM,11.2,30.0,53.3,0.0
2022,Jan,19-Jan,4 AM,19-Jan 2022 4 AM,10.6,29.4,54.4,0.0
2022,Jan,19-Jan,5 AM,19-Jan 2022 5 AM,10.7,29.0,55.2,0.0
2022,Jan,19-Jan,6 AM,19-Jan 2022 6 AM,11.7,28.6,56.0,0.0
2022,Jan,19-Jan,7 AM,19-Jan 2022 7 AM,16.0,30.0,53.5,0.0
2022,Jan,19-Jan,8 AM,19-Jan 2022 8 AM,16.0,33.5,47.8,0.1
2022,Jan,19-Jan,9 AM,19-Jan 2022 9 AM,9.0,36.6,40.9,0.4
2022,Jan,19-Jan,10 AM,19-Jan 2022 10 AM,6.6,38.1,37.7,0.8
2022,Jan,19-Jan,11 AM,19-Jan 2022 11 AM,6.5,38.5,37.4,0.8
2022,Jan,19-Jan,12 PM,19-Jan 2022 12 PM,6.6,39.0,36.7,1.0
2022,Jan,19-Jan,1 PM,19-Jan 2022 1 PM,6.4,40.8,33.8,1.0
2022,Jan,19-Jan,2 PM,19-Jan 2022 2 PM,6.1,42.0,32.2,0.8
2022,Jan,19-Jan,3 PM,19-Jan 2022 3 PM,6.0,42.4,30.7,0.7
2022,Jan,19-Jan,4 PM,19-Jan 2022 4 PM,6.0,42.1,30.8,0.6
2022,Jan,19-Jan,5 PM,19-Jan 2022 5 PM,12.9,40.8,32.5,0.2
2022,Jan,19-Jan,6 PM,19-Jan 2022 6 PM,10.7,37.8,37.0,0.0
2022,Jan,19-Jan,7 PM,19-Jan 2022 7 PM,14.0,35.7,40.7,0.0
2022,Jan,19-Jan,8 PM,19-Jan 2022 8 PM,13.2,33.8,44.4,0.1
2022,Jan,19-Jan,9 PM,19-Jan 2022 9 PM,10.3,33.4,44.8,0.0
2022,Jan,19-Jan,10 PM,19-Jan 2022 10 PM,11.3,32.1,48.3,0.0
2022,Jan,19-Jan,11 PM,19-Jan 2022 11 PM,12.8,30.9,51.9,0.0
2022,Jan,20-Jan,12 AM,20-Jan 2022 12 AM,12.7,30.0,54.1,0.1
2022,Jan,20-Jan,1 AM,20-Jan 2022 1 AM,15.8,29.3,55.4,0.1
2022,Jan,20-Jan,2 AM,20-Jan 2022 2 AM,16.0,28.8,56.3,0.0
2022,Jan,20-Jan,3 AM,20-Jan 2022 3 AM,18.2,27.9,59.0,0.0
2022,Jan,20-Jan,4 AM,20-Jan 2022 4 AM,19.8,27.5,60.2,0.0
2022,Jan,20-Jan,5 AM,20-Jan 2022 5 AM,14.5,27.2,60.1,0.0
2022,Jan,20-Jan,6 AM,20-Jan 2022 6 AM,13.3,27.0,60.5,0.0
2022,Jan,20-Jan,7 AM,20-Jan 2022 7 AM,13.6,29.0,58.1,0.0
2022,Jan,20-Jan,8 AM,20-Jan 2022 8 AM,16.2,33.9,48.4,0.0
2022,Jan,20-Jan,9 AM,20-Jan 2022 9 AM,18.3,36.3,43.7,0.5
2022,Jan,20-Jan,10 AM,20-Jan 2022 10 AM,10.8,37.0,41.0,1.2
2022,Jan,20-Jan,11 AM,20-Jan 2022 11 AM,9.5,38.0,39.3,1.6
2022,Jan,20-Jan,12 PM,20-Jan 2022 12 PM,8.5,39.2,37.8,1.4
2022,Jan,20-Jan,1 PM,20-Jan 2022 1 PM,9.4,41.2,35.1,0.7
2022,Jan,20-Jan,2 PM,20-Jan 2022 2 PM,9.9,42.6,32.0,0.6
2022,Jan,20-Jan,3 PM,20-Jan 2022 3 PM,12.7,43.5,31.1,0.5
2022,Jan,20-Jan,4 PM,20-Jan 2022 4 PM,12.8,43.3,30.6,0.1
2022,Jan,20-Jan,5 PM,20-Jan 2022 5 PM,14.8,41.4,32.7,0.0
2022,Jan,20-Jan,6 PM,20-Jan 2022 6 PM,16.9,38.4,40.0,0.0
2022,Jan,20-Jan,7 PM,20-Jan 2022 7 PM,30.9,37.2,43.4,0.0
2022,Jan,20-Jan,8 PM,20-Jan 2022 8 PM,26.2,35.8,46.0,0.2
2022,Jan,20-Jan,9 PM,20-Jan 2022 9 PM,31.6,35.0,49.7,0.0
2022,Jan,20-Jan,10 PM,20-Jan 2022 10 PM,30.8,34.7,51.3,0.0
2022,Jan,20-Jan,11 PM,20-Jan 2022 11 PM,26.4,33.6,53.4,0.0
2022,Jan,21-Jan,12 AM,21-Jan 2022 12 AM,27.4,33.1,55.1,0.0
2022,Jan,21-Jan,1 AM,21-Jan 2022 1 AM,25.1,33.1,55.2,0.0
2022,Jan,21-Jan,2 AM,21-Jan 2022 2 AM,28.0,32.5,57.8,0.0
2022,Jan,21-Jan,3 AM,21-Jan 2022 3 AM,32.7,30.9,62.5,0.1
2022,Jan,21-Jan,4 AM,21-Jan 2022 4 AM,31.7,29.3,66.5,0.2
2022,Jan,21-Jan,5 AM,21-Jan 2022 5 AM,31.9,29.7,64.3,0.2
2022,Jan,21-Jan,6 AM,21-Jan 2022 6 AM,28.5,28.5,67.6,0.5
2022,Jan,21-Jan,7 AM,21-Jan 2022 7 AM,24.9,28.4,67.6,0.1
2022,Jan,21-Jan,8 AM,21-Jan 2022 8 AM,20.6,28.6,68.1,0.2
2022,Jan,21-Jan,9 AM,21-Jan 2022 9 AM,16.6,30.7,65.2,0.0
2022,Jan,21-Jan,10 AM,21-Jan 2022 10 AM,15.2,35.7,56.1,0.0
2022,Jan,21-Jan,11 AM,21-Jan 2022 11 AM,15.8,38.9,50.2,0.0
2022,Jan,21-Jan,12 PM,21-Jan 2022 12 PM,15.9,39.9,46.6,0.1
2022,Jan,21-Jan,1 PM,21-Jan 2022 1 PM,12.9,40.7,41.8,0.2
2022,Jan,21-Jan,2 PM,21-Jan 2022 2 PM,12.7,40.7,39.0,0.5
2022,Jan,21-Jan,3 PM,21-Jan 2022 3 PM,17.9,39.7,41.4,0.0
2022,Jan,21-Jan,4 PM,21-Jan 2022 4 PM,18.6,40.4,40.4,0.0
2022,Jan,21-Jan,5 PM,21-Jan 2022 5 PM,23.2,39.0,44.4,0.0
2022,Jan,21-Jan,6 PM,21-Jan 2022 6 PM,29.8,36.5,51.5,0.0
2022,Jan,21-Jan,7 PM,21-Jan 2022 7 PM,32.4,34.3,55.2,0.0
2022,Jan,21-Jan,8 PM,21-Jan 2022 8 PM,32.9,33.3,56.9,0.0
2022,Jan,21-Jan,9 PM,21-Jan 2022 9 PM,28.0,33.0,57.1,0.0
2022,Jan,21-Jan,10 PM,21-Jan 2022 10 PM,32.3,32.3,58.8,0.0
2022,Jan,21-Jan,11 PM,21-Jan 2022 11 PM,33.7,32.3,59.6,0.0
2022,Jan,22-Jan,12 AM,22-Jan 2022 12 AM,37.8,31.6,60.5,0.0
2022,Jan,22-Jan,1 AM,22-Jan 2022 1 AM,37.1,31.0,61.4,0.0
2022,Jan,22-Jan,2 AM,22-Jan 2022 2 AM,35.7,30.7,62.1,0.0
2022,Jan,22-Jan,3 AM,22-Jan 2022 3 AM,35.5,30.5,62.4,0.0
2022,Jan,22-Jan,4 AM,22-Jan 2022 4 AM,36.9,30.2,63.2,0.0
2022,Jan,22-Jan,5 AM,22-Jan 2022 5 AM,42.0,29.8,62.9,0.0
2022,Jan,22-Jan,6 AM,22-Jan 2022 6 AM,40.3,29.7,63.2,0.0
2022,Jan,22-Jan,7 AM,22-Jan 2022 7 AM,39.1,30.3,62.5,0.0
2022,Jan,22-Jan,8 AM,22-Jan 2022 8 AM,36.8,32.4,59.9,0.0
2022,Jan,22-Jan,9 AM,22-Jan 2022 9 AM,31.0,36.0,52.7,0.1
2022,Jan,22-Jan,10 AM,22-Jan 2022 10 AM,18.7,38.3,48.4,0.2
2022,Jan,22-Jan,11 AM,22-Jan 2022 11 AM,16.2,39.8,45.5,0.2
2022,Jan,22-Jan,12 PM,22-Jan 2022 12 PM,18.2,40.1,44.4,0.1
2022,Jan,22-Jan,1 PM,22-Jan 2022 1 PM,18.7,39.9,45.2,0.1
2022,Jan,22-Jan,2 PM,22-Jan 2022 2 PM,17.3,39.7,46.4,0.6
2022,Jan,22-Jan,3 PM,22-Jan 2022 3 PM,12.5,42.0,40.7,0.3
2022,Jan,22-Jan,4 PM,22-Jan 2022 4 PM,11.2,40.1,44.2,0.5
2022,Jan,22-Jan,5 PM,22-Jan 2022 5 PM,14.5,37.3,51.4,0.2
2022,Jan,22-Jan,6 PM,22-Jan 2022 6 PM,14.6,34.5,56.2,0.2
2022,Jan,22-Jan,7 PM,22-Jan 2022 7 PM,16.4,32.2,60.6,0.7
2022,Jan,22-Jan,8 PM,22-Jan 2022 8 PM,15.6,31.1,62.8,0.7
2022,Jan,22-Jan,9 PM,22-Jan 2022 9 PM,13.2,30.9,62.1,0.6
2022,Jan,22-Jan,10 PM,22-Jan 2022 10 PM,8.8,31.8,59.5,0.1
2022,Jan,22-Jan,11 PM,22-Jan 2022 11 PM,7.3,31.5,60.0,0.0
2022,Jan,23-Jan,12 AM,23-Jan 2022 12 AM,10.0,31.3,60.5,0.0
2022,Jan,23-Jan,1 AM,23-Jan 2022 1 AM,9.9,31.4,60.8,0.0
2022,Jan,23-Jan,2 AM,23-Jan 2022 2 AM,10.3,31.2,61.3,0.0
2022,Jan,23-Jan,3 AM,23-Jan 2022 3 AM,11.1,30.7,62.6,0.0
2022,Jan,23-Jan,4 AM,23-Jan 2022 4 AM,11.5,30.6,63.3,0.0
2022,Jan,23-Jan,5 AM,23-Jan 2022 5 AM,12.0,30.8,63.1,0.0
2022,Jan,23-Jan,6 AM,23-Jan 2022 6 AM,11.4,30.5,63.8,0.0
2022,Jan,23-Jan,7 AM,23-Jan 2022 7 AM,15.5,31.0,63.8,0.0
2022,Jan,23-Jan,8 AM,23-Jan 2022 8 AM,14.2,33.9,58.6,0.0
2022,Jan,23-Jan,9 AM,23-Jan 2022 9 AM,14.9,35.1,56.3,0.2
2022,Jan,23-Jan,10 AM,23-Jan 2022 10 AM,9.9,39.4,47.7,0.0
2022,Jan,23-Jan,11 AM,23-Jan 2022 11 AM,9.9,41.4,41.8,0.1
2022,Jan,23-Jan,12 PM,23-Jan 2022 12 PM,9.7,41.8,38.7,0.2
2022,Jan,23-Jan,1 PM,23-Jan 2022 1 PM,9.9,43.1,35.5,0.1
2022,Jan,23-Jan,2 PM,23-Jan 2022 2 PM,14.2,45.1,32.0,0.1
2022,Jan,23-Jan,3 PM,23-Jan 2022 3 PM,13.3,45.5,31.0,0.1
2022,Jan,23-Jan,4 PM,23-Jan 2022 4 PM,12.7,45.7,30.7,0.1
2022,Jan,23-Jan,5 PM,23-Jan 2022 5 PM,7.9,43.5,32.9,0.0
2022,Jan,23-Jan,6 PM,23-Jan 2022 6 PM,11.0,39.6,39.0,0.0
2022,Jan,23-Jan,7 PM,23-Jan 2022 7 PM,20.4,36.3,48.3,0.0
2022,Jan,23-Jan,8 PM,23-Jan 2022 8 PM,23.6,34.0,52.7,0.0
2022,Jan,23-Jan,9 PM,23-Jan 2022 9 PM,13.1,32.4,54.9,0.1
2022,Jan,23-Jan,10 PM,23-Jan 2022 10 PM,16.3,31.6,56.4,0.0
2022,Jan,23-Jan,11 PM,23-Jan 2022 11 PM,25.0,30.6,59.4,0.1
2022,Jan,24-Jan,12 AM,24-Jan 2022 12 AM,17.8,30.1,59.6,0.0
2022,Jan,24-Jan,1 AM,24-Jan 2022 1 AM,17.1,29.4,60.7,0.0
2022,Jan,24-Jan,2 AM,24-Jan 2022 2 AM,16.4,29.1,61.1,0.0
2022,Jan,24-Jan,3 AM,24-Jan 2022 3 AM,15.7,28.6,62.2,0.0
2022,Jan,24-Jan,4 AM,24-Jan 2022 4 AM,14.8,28.5,62.2,0.0
2022,Jan,24-Jan,5 AM,24-Jan 2022 5 AM,15.2,28.2,62.9,0.0
2022,Jan,24-Jan,6 AM,24-Jan 2022 6 AM,15.1,28.3,62.9,0.0
2022,Jan,24-Jan,7 AM,24-Jan 2022 7 AM,16.1,30.5,59.7,0.0
2022,Jan,24-Jan,8 AM,24-Jan 2022 8 AM,16.4,35.8,51.9,0.0
2022,Jan,24-Jan,9 AM,24-Jan 2022 9 AM,8.9,39.8,46.2,0.0
2022,Jan,24-Jan,10 AM,24-Jan 2022 10 AM,5.3,40.5,43.1,0.2
2022,Jan,24-Jan,11 AM,24-Jan 2022 11 AM,6.2,41.6,38.5,0.2
2022,Jan,24-Jan,12 PM,24-Jan 2022 12 PM,13.4,42.8,35.4,0.1
2022,Jan,24-Jan,1 PM,24-Jan 2022 1 PM,19.8,44.3,31.8,0.3
2022,Jan,24-Jan,2 PM,24-Jan 2022 2 PM,17.7,45.1,30.6,0.2
2022,Jan,24-Jan,3 PM,24-Jan 2022 3 PM,9.4,46.1,27.0,0.2
2022,Jan,24-Jan,4 PM,24-Jan 2022 4 PM,5.6,46.0,25.4,0.0
2022,Jan,24-Jan,5 PM,24-Jan 2022 5 PM,5.9,44.1,26.9,0.0
2022,Jan,24-Jan,6 PM,24-Jan 2022 6 PM,14.1,39.1,33.4,0.0
2022,Jan,24-Jan,7 PM,24-Jan 2022 7 PM,17.7,36.1,42.9,0.1
2022,Jan,24-Jan,8 PM,24-Jan 2022 8 PM,15.9,33.8,48.9,0.1
2022,Jan,24-Jan,9 PM,24-Jan 2022 9 PM,12.6,32.6,50.9,0.0
2022,Jan,24-Jan,10 PM,24-Jan 2022 10 PM,11.6,31.6,52.9,0.1
2022,Jan,24-Jan,11 PM,24-Jan 2022 11 PM,11.6,30.7,54.6,0.1
2022,Jan,25-Jan,12 AM,25-Jan 2022 12 AM,15.1,29.9,57.0,0.2
2022,Jan,25-Jan,1 AM,25-Jan 2022 1 AM,22.1,29.4,58.2,0.0
2022,Jan,25-Jan,2 AM,25-Jan 2022 2 AM,18.4,28.7,59.4,0.0
2022,Jan,25-Jan,3 AM,25-Jan 2022 3 AM,16.2,28.6,59.0,0.0
